country_name,de_country,ie_country,te_country
Canada,0.9200657839792505,1.3450448605718874,1.237529754129335
Thailand,0.7845606039453655,0.9814964634842598,0.7700434581614513
Egypt,1.033530269561416,1.080695357113108,1.116931363750881
India,1.135913995772469,0.9600040390111507,1.0904820239108655
Philippines,0.9974149417932,1.1996033845062528,1.1965023399322299
Nigeria,0.6223594217867825,0.3663044406969761,0.2279730199101008
France,0.6528584974264652,1.147698593444053,0.7492847792143519
"Korea, South",0.9523846013445189,1.1971509857370577,1.1401481643003857
Brazil,1.1860886997036453,0.8642100139135275,1.025029731673565
Mexico,1.0523827769270426,1.4441839129698615,1.5198342767245852
Turkey,0.9471558395112358,1.1900072977131588,1.127122361090004
Canada,0.7679975449263119,0.6839957925675874,0.525307089431834
Thailand,0.8043718947486469,0.8662233047759359,0.6967656809380541
Egypt,1.0537786839381451,1.3067574364030692,1.3770331315592104
India,1.0835702037792054,0.6944963306725626,0.7525355305507792
Philippines,1.2901727281952886,0.8872571413078965,1.1447149666119616
Nigeria,0.8816442174935505,0.33862219103437513,0.2985442966404533
France,0.6363539945339449,0.9640724377396509,0.6134913467757048
"Korea, South",0.9752754991902167,1.6720745914742638,1.6307333818833405
Brazil,1.3201871754721077,0.7427266082546794,0.9805381430997238
Mexico,0.9152211135691368,1.1036524887493357,1.0100860597465164
Turkey,0.7787817933022557,0.6656190850806243,0.5183720247352953
Canada,0.8337699369067928,1.137956317653384,0.9487937671725482
Thailand,0.8721861611708984,0.6979415101508983,0.6087349264603317
Egypt,1.2123559380229998,1.0501658988766258,1.2731748634123385
India,0.7819137528861203,0.46874935714684884,0.36652156900964894
Philippines,0.8911741132854426,0.7967147331960378,0.7100115458974271
Nigeria,0.6037174089349886,0.2208065508215007,0.13330475873782827
France,0.7385371263327248,1.796721889722776,1.3269458212549619
"Korea, South",0.7711871504639445,1.2956671675327436,0.9992018708792666
Brazil,1.1575769818197859,1.0112132848746966,1.1705572222813225
Mexico,1.0208302820247386,2.679782973883322,2.735603608994404
Turkey,1.343422687093291,1.2843577109026711,1.7254352871698546
Canada,0.8701017443346802,0.8917469487959682,0.7759105756525007
Thailand,0.9210005232096604,0.9399822921480177,0.8657241828761402
Egypt,1.1776636718866595,2.145058626118161,2.5261576180464664
India,0.9288226201701429,1.069681422679828,0.9935443017608039
Philippines,1.0138783750880034,1.0204928598944174,1.0346556425786615
Nigeria,0.8097443612965134,0.2664098591310389,0.2157238812251572
France,0.9897384421035763,1.6687031020869636,1.6515796085929564
"Korea, South",1.0323618241141705,1.4266371623538128,1.4728057432766464
Brazil,1.1166027448927442,0.5847987736021518,0.6529879158140732
Mexico,0.8463168087736775,0.8218415324192727,0.6955383030347476
Turkey,1.167148573947281,1.184361529919781,1.3823258706838923
Canada,0.804374818121771,1.3207476213040776,1.0623761276712291
Thailand,1.0074752579795903,0.7173461067721227,0.7227084539808991
Egypt,1.3460562100672606,1.1224590602960482,1.5108929886577576
India,0.7953379726973074,0.5998683191819608,0.477098052863522
Philippines,0.9968618153548809,0.7798775999627388,0.7774302000534634
Nigeria,0.7473485626394295,0.1785709106093962,0.13345471337314632
France,0.865774430594976,2.7251720374043273,2.3593842689570823
"Korea, South",0.9518542114339806,0.8943828430933402,0.8513220758326929
Brazil,1.2947856582786217,0.7011646581754545,0.9078579434974104
Mexico,0.9355531030174077,0.5833622347074263,0.545766348863702
Turkey,0.9929531091865174,0.82433203702654545,0.8185230591675636
Canada,0.6979012022813141,1.0369879751915938,0.7237151546374788
Thailand,0.780287462768226,0.8353633874577855,0.6518235780889059
Egypt,1.3791701539296992,1.4631512819193915,2.017934578707204
India,0.7618995169740774,0.8559393290581379,0.6521397613685112
Philippines,1.030150075721326,1.1574752341680725,1.1923732001237994
Nigeria,0.6852550500903145,0.35327269734134475,0.24208189991218373
France,0.7351692425011686,1.5869191650055054,1.1666541604476843
"Korea, South",0.8168904211633893,1.504446585504607,1.2289680048506815
Brazil,0.9932180697971248,0.9042387117345043,0.8981062279047831
Mexico,0.7853078134558872,1.7659698887855033,1.3868299519910798
Turkey,1.1480011028046262,1.383221183397708,1.5879394439632888
Canada,0.6938963706173638,0.8949942787221253,0.6210332817285881
Thailand,0.8670802117228699,0.626446487453365,0.5431793529741118
Egypt,1.2593893082285472,1.1871305460738044,1.4950595171968657
India,0.8470303324763399,0.6872115688715149,0.5820890436628263
Philippines,1.0000008124300392,1.2286063670966936,1.2286073652534126
Nigeria,0.7459847091633853,0.40232480269039833,0.30012815092421324
France,0.8513795541766663,1.3631971430176262,1.160598175877252
"Korea, South",1.0008531702628976,1.3386315478954411,1.339773628525082
Brazil,0.9263233769066023,0.5895555653756517,0.5461191021928548
Mexico,0.9769831117100625,1.125642366883869,1.099733582270882
Turkey,0.8792753392411612,1.0160155391900199,0.8933574078955961
Canada,0.891994805406598,0.6088473721917551,0.5430886932805032
Thailand,0.8733534078019709,0.6229478682021937,0.544053643577359
Egypt,1.1967304816053954,1.4588817348480294,1.7458882411499967
India,0.8528993830604273,0.5418030618972401,0.4621034972324067
Philippines,0.8968693983849264,0.8725073345623227,0.7825251282353461
Nigeria,0.6969994955124491,0.5561223190467958,0.3876169758188299
France,0.955775601590473,0.8617246955730069,0.8236154393166578
"Korea, South",1.0505923536673962,1.084111288199796,1.1389590299072168
Brazil,1.1014863221783764,0.6359347765194913,0.700473458133782
Mexico,1.307315389070473,1.0683007564392895,1.3966060190487102
Turkey,0.9768273796284681,0.8342512326425201,0.8149194455340124
Canada,0.8341298859968603,0.5214931039910385,0.4349929833801938
